SE_NM,SGG_NM,SPOT_NM,STA_NM,GRDNT_VAL,SLANT_GRD_CD
방파제,울산시,방어진항,방어진항방파제,38.94,B
갯바위,삼척시,갈남리,갈남해수욕장,38.95,B
갯바위,삼척시,갈남리,갈남해수욕장,38.95,B
갯바위,부산시,대변항,대변항 북측 갯바위,38.96,B
갯벌,태안군,방포항,할미할아비바위,38.97,B
갯바위,삼척시,갈남리,갈남해수욕장,38.98,B
갯바위,부산시,이기대,이기대갯바위,38.98,B
갯벌,서천군,선도리,선도리갯벌,38.98,B
갯벌,서천군,선도리,선도리갯벌,38.98,B
갯바위,부산시,이기대,이기대갯바위,38.99,B
갯바위,삼척시,갈남리,갈남해수욕장,39,B
갯벌,태안군,방포항,할미할아비바위,39,B
갯벌,서천군,선도리,선도리갯벌,39.01,B
갯벌,서천군,선도리,선도리갯벌,39.02,B
갯바위,부산시,이기대,이기대갯바위,39.03,B
갯벌,태안군,방포항,할미할아비바위,39.03,B
갯바위,삼척시,갈남리,갈남해수욕장,39.04,B
갯바위,삼척시,갈남리,갈남해수욕장,39.04,B
갯벌,태안군,방포항,할미할아비바위,39.04,B
갯바위,부산시,대변항,대변항 북측 갯바위,39.04,B
갯바위,부산시,대변항,대변항 북측 갯바위,39.06,B
갯벌,서천군,선도리,선도리갯벌,39.07,B
갯바위,부산시,이기대,이기대갯바위,39.08,B
갯바위,부산시,대변항,대변항 북측 갯바위,39.08,B
갯바위,삼척시,갈남리,갈남해수욕장,39.1,B
갯바위,부산시,대변항,대변항 북측 갯바위,39.12,B
방파제,영덕군,축산항,축산방파제,39.12,B
해수욕장,포항시,오도1리,오도리 해수욕장,39.13,B
해수욕장,포항시,오도1리,오도리 해수욕장,39.13,B
갯바위,삼척시,갈남리,갈남해수욕장,39.17,B
갯바위,부산시,이기대,이기대갯바위,39.19,B
방파제,울산시,방어진항,방어진항방파제,39.19,B
갯벌,서천군,선도리,선도리갯벌,39.19,B
해수욕장,포항시,오도1리,오도리 해수욕장,39.21,B
갯바위,부산시,이기대,이기대갯바위,39.21,B
갯바위,부산시,이기대,이기대갯바위,39.27,B
갯바위,부산시,이기대,이기대갯바위,39.28,B
갯벌,서천군,선도리,선도리갯벌,39.29,B
갯바위,삼척시,갈남리,갈남해수욕장,39.34,B
갯벌,서천군,선도리,선도리갯벌,39.34,B
갯바위,부산시,이기대,이기대갯바위,39.37,B
갯바위,삼척시,갈남리,갈남해수욕장,39.39,B
갯바위,부산시,이기대,이기대갯바위,39.39,B
갯바위,부산시,이기대,이기대갯바위,39.4,B
갯바위,부산시,대변항,대변항 북측 갯바위,39.4,B
방파제,영덕군,축산항,축산방파제,39.42,B
방파제,영덕군,축산항,축산방파제,39.44,B
갯바위,부산시,이기대,이기대갯바위,39.46,B
갯바위,부산시,이기대,이기대갯바위,39.47,B
갯바위,부산시,대변항,대변항 북측 갯바위,39.48,B
방파제,영덕군,축산항,축산방파제,39.5,B
갯바위,부산시,대변항,대변항 북측 갯바위,39.52,B
방파제,영덕군,축산항,축산방파제,39.57,B
방파제,영덕군,축산항,축산방파제,39.57,B
갯바위,삼척시,갈남리,갈남해수욕장,39.61,B
방파제,영덕군,축산항,축산방파제,39.61,B
갯바위,삼척시,갈남리,갈남해수욕장,39.65,B
갯벌,서천군,선도리,선도리갯벌,39.66,B
갯바위,삼척시,갈남리,갈남해수욕장,39.68,B
방파제,영덕군,축산항,축산방파제,39.69,B
갯바위,부산시,이기대,이기대갯바위,39.74,B
갯바위,삼척시,갈남리,갈남해수욕장,39.75,B
방파제,울산시,방어진항,방어진항방파제,39.77,B
갯바위,부산시,이기대,이기대갯바위,39.78,B
방파제,영덕군,축산항,축산방파제,39.78,B
갯바위,삼척시,갈남리,갈남해수욕장,39.8,B
갯바위,부산시,이기대,이기대갯바위,39.8,B
방파제,영덕군,축산항,축산방파제,39.81,B
갯바위,부산시,이기대,이기대갯바위,39.83,B
갯바위,부산시,이기대,이기대갯바위,39.84,B
갯바위,삼척시,갈남리,갈남해수욕장,39.87,B
갯바위,부산시,이기대,이기대갯바위,39.88,B
갯바위,삼척시,갈남리,갈남해수욕장,39.9,B
갯바위,부산시,이기대,이기대갯바위,39.91,B
갯벌,태안군,방포항,할미할아비바위,39.96,B
해수욕장,포항시,오도1리,오도리 해수욕장,40.01,C
갯바위,부산시,이기대,이기대갯바위,40.02,C
갯벌,서천군,선도리,선도리갯벌,40.05,C
갯바위,부산시,이기대,이기대갯바위,40.06,C
갯바위,삼척시,갈남리,갈남해수욕장,40.08,C
갯바위,삼척시,갈남리,갈남해수욕장,40.16,C
갯바위,부산시,이기대,이기대갯바위,40.18,C
갯바위,부산시,대변항,대변항 북측 갯바위,40.18,C
갯벌,서천군,선도리,선도리갯벌,40.18,C
방파제,영덕군,축산항,축산방파제,40.19,C
갯벌,서천군,선도리,선도리갯벌,40.2,C
갯바위,삼척시,갈남리,갈남해수욕장,40.21,C
갯바위,삼척시,갈남리,갈남해수욕장,40.21,C
갯벌,태안군,방포항,할미할아비바위,40.21,C
갯바위,부산시,이기대,이기대갯바위,40.29,C
해수욕장,포항시,오도1리,오도리 해수욕장,40.3,C
갯바위,부산시,대변항,대변항 북측 갯바위,40.31,C
갯바위,삼척시,갈남리,갈남해수욕장,40.33,C
갯바위,삼척시,갈남리,갈남해수욕장,40.39,C
갯바위,삼척시,갈남리,갈남해수욕장,40.4,C
갯바위,삼척시,갈남리,갈남해수욕장,40.41,C
갯바위,부산시,대변항,대변항 북측 갯바위,40.41,C
갯바위,삼척시,갈남리,갈남해수욕장,40.42,C
갯바위,삼척시,갈남리,갈남해수욕장,40.42,C
갯바위,부산시,이기대,이기대갯바위,40.43,C
갯바위,부안군,격포리,채석강,40.45,C
갯바위,삼척시,갈남리,갈남해수욕장,40.52,C
갯바위,부산시,이기대,이기대갯바위,40.52,C
갯바위,삼척시,갈남리,갈남해수욕장,40.59,C
갯바위,부산시,대변항,대변항 북측 갯바위,40.65,C
갯바위,부산시,대변항,대변항 북측 갯바위,40.66,C
갯바위,삼척시,갈남리,갈남해수욕장,40.73,C
갯벌,서천군,선도리,선도리갯벌,40.73,C
방파제,영덕군,축산항,축산방파제,40.73,C
방파제,영덕군,축산항,축산방파제,40.73,C
갯바위,부산시,이기대,이기대갯바위,40.81,C
갯바위,부산시,이기대,이기대갯바위,40.81,C
갯벌,서천군,선도리,선도리갯벌,40.87,C
갯벌,태안군,방포항,할미할아비바위,40.88,C
갯바위,삼척시,갈남리,갈남해수욕장,40.9,C
갯바위,삼척시,갈남리,갈남해수욕장,40.97,C
갯바위,삼척시,갈남리,갈남해수욕장,40.99,C
방파제,영덕군,축산항,축산방파제,41.01,C
갯바위,삼척시,갈남리,갈남해수욕장,41.03,C
해수욕장,포항시,오도1리,오도리 해수욕장,41.06,C
방파제,영덕군,축산항,축산방파제,41.08,C
갯벌,태안군,방포항,할미할아비바위,41.1,C
갯바위,삼척시,갈남리,갈남해수욕장,41.11,C
갯바위,삼척시,갈남리,갈남해수욕장,41.13,C
갯벌,화성시,제부도,매바위,41.13,C
갯벌,태안군,방포항,할미할아비바위,41.14,C
갯벌,서천군,선도리,선도리갯벌,41.15,C
갯벌,서천군,선도리,선도리갯벌,41.19,C
갯바위,삼척시,갈남리,갈남해수욕장,41.2,C
갯바위,삼척시,갈남리,갈남해수욕장,41.2,C
갯바위,삼척시,갈남리,갈남해수욕장,41.22,C
갯바위,삼척시,갈남리,갈남해수욕장,41.22,C
방파제,영덕군,축산항,축산방파제,41.23,C
갯바위,삼척시,갈남리,갈남해수욕장,41.24,C
방파제,영덕군,축산항,축산방파제,41.24,C
갯벌,태안군,방포항,할미할아비바위,41.29,C
갯벌,태안군,방포항,할미할아비바위,41.29,C
갯바위,삼척시,갈남리,갈남해수욕장,41.31,C
갯바위,부산시,대변항,대변항 북측 갯바위,41.31,C
갯바위,삼척시,갈남리,갈남해수욕장,41.32,C
갯벌,서천군,선도리,선도리갯벌,41.32,C
갯바위,부산시,이기대,이기대갯바위,41.33,C
갯벌,서천군,선도리,선도리갯벌,41.33,C
해수욕장,포항시,오도1리,오도리 해수욕장,41.34,C
갯바위,부산시,이기대,이기대갯바위,41.34,C
갯벌,태안군,방포항,할미할아비바위,41.35,C
갯바위,부산시,이기대,이기대갯바위,41.37,C
갯바위,부산시,대변항,대변항 북측 갯바위,41.37,C
갯바위,삼척시,갈남리,갈남해수욕장,41.46,C
갯벌,서천군,선도리,선도리갯벌,41.46,C
갯바위,삼척시,갈남리,갈남해수욕장,41.47,C
갯벌,태안군,방포항,할미할아비바위,41.47,C
방파제,영덕군,축산항,축산방파제,41.47,C
갯바위,부산시,대변항,대변항 북측 갯바위,41.48,C
갯바위,삼척시,갈남리,갈남해수욕장,41.53,C
갯벌,서천군,선도리,선도리갯벌,41.53,C
갯벌,서천군,선도리,선도리갯벌,41.56,C
방파제,영덕군,축산항,축산방파제,41.56,C
방파제,영덕군,축산항,축산방파제,41.56,C
갯바위,부산시,대변항,대변항 북측 갯바위,41.58,C
방파제,영덕군,축산항,축산방파제,41.6,C
갯바위,부산시,이기대,이기대갯바위,41.61,C
방파제,영덕군,축산항,축산방파제,41.65,C
갯바위,삼척시,갈남리,갈남해수욕장,41.66,C
갯바위,삼척시,갈남리,갈남해수욕장,41.67,C
갯벌,태안군,방포항,할미할아비바위,41.67,C
갯바위,부산시,대변항,대변항 북측 갯바위,41.69,C
갯벌,서천군,선도리,선도리갯벌,41.74,C
갯벌,서천군,선도리,선도리갯벌,41.82,C
갯바위,삼척시,갈남리,갈남해수욕장,41.83,C
갯바위,삼척시,갈남리,갈남해수욕장,41.83,C
갯바위,삼척시,갈남리,갈남해수욕장,41.84,C
갯바위,삼척시,갈남리,갈남해수욕장,41.86,C
방파제,울산시,방어진항,방어진항방파제,41.86,C
갯바위,삼척시,갈남리,갈남해수욕장,41.89,C
갯바위,부산시,이기대,이기대갯바위,41.89,C
갯벌,태안군,방포항,할미할아비바위,41.89,C
갯벌,서천군,선도리,선도리갯벌,41.91,C
갯바위,부산시,이기대,이기대갯바위,41.93,C
갯바위,부산시,이기대,이기대갯바위,41.99,C
갯바위,삼척시,갈남리,갈남해수욕장,42.05,C
갯바위,삼척시,갈남리,갈남해수욕장,42.06,C
갯바위,삼척시,갈남리,갈남해수욕장,42.09,C
갯바위,부산시,이기대,이기대갯바위,42.1,C
갯벌,태안군,방포항,할미할아비바위,42.12,C
갯바위,삼척시,갈남리,갈남해수욕장,42.15,C
갯바위,삼척시,갈남리,갈남해수욕장,42.18,C
갯벌,태안군,방포항,할미할아비바위,42.18,C
갯바위,삼척시,갈남리,갈남해수욕장,42.2,C
방파제,영덕군,축산항,축산방파제,42.23,C
갯바위,부산시,대변항,대변항 북측 갯바위,42.29,C
갯바위,삼척시,갈남리,갈남해수욕장,42.32,C
갯바위,삼척시,갈남리,갈남해수욕장,42.34,C
방파제,울산시,방어진항,방어진항방파제,42.35,C
갯바위,부산시,이기대,이기대갯바위,42.36,C
갯바위,부산시,이기대,이기대갯바위,42.38,C
갯바위,삼척시,갈남리,갈남해수욕장,42.41,C
갯바위,삼척시,갈남리,갈남해수욕장,42.42,C
갯바위,부산시,이기대,이기대갯바위,42.42,C
갯바위,부산시,이기대,이기대갯바위,42.45,C
갯바위,삼척시,갈남리,갈남해수욕장,42.46,C
갯바위,부산시,이기대,이기대갯바위,42.46,C
갯바위,부산시,이기대,이기대갯바위,42.54,C
갯바위,삼척시,갈남리,갈남해수욕장,42.61,C
갯바위,삼척시,갈남리,갈남해수욕장,42.61,C
갯바위,삼척시,갈남리,갈남해수욕장,42.68,C
갯바위,삼척시,갈남리,갈남해수욕장,42.68,C
갯바위,삼척시,갈남리,갈남해수욕장,42.7,C
갯바위,부산시,이기대,이기대갯바위,42.7,C
갯바위,삼척시,갈남리,갈남해수욕장,42.72,C
방파제,영덕군,축산항,축산방파제,42.74,C
갯바위,부산시,이기대,이기대갯바위,42.77,C
갯바위,부산시,이기대,이기대갯바위,42.78,C
갯바위,부산시,이기대,이기대갯바위,42.78,C
해수욕장,포항시,오도1리,오도리 해수욕장,42.84,C
갯바위,삼척시,갈남리,갈남해수욕장,42.86,C
갯바위,삼척시,갈남리,갈남해수욕장,42.95,C
갯바위,삼척시,갈남리,갈남해수욕장,42.95,C
갯바위,삼척시,갈남리,갈남해수욕장,43.02,C
갯바위,부산시,이기대,이기대갯바위,43.05,C
갯벌,서천군,선도리,선도리갯벌,43.09,C
갯바위,삼척시,갈남리,갈남해수욕장,43.1,C
갯벌,서천군,선도리,선도리갯벌,43.1,C
갯바위,삼척시,갈남리,갈남해수욕장,43.11,C
갯바위,부산시,이기대,이기대갯바위,43.13,C
갯벌,서천군,선도리,선도리갯벌,43.15,C
갯바위,삼척시,갈남리,갈남해수욕장,43.17,C
갯벌,서천군,선도리,선도리갯벌,43.17,C
갯바위,삼척시,갈남리,갈남해수욕장,43.18,C
갯바위,부안군,격포리,채석강,43.18,C
방파제,영덕군,축산항,축산방파제,43.19,C
갯바위,삼척시,갈남리,갈남해수욕장,43.22,C
갯바위,삼척시,갈남리,갈남해수욕장,43.26,C
해수욕장,포항시,오도1리,오도리 해수욕장,43.28,C
갯바위,삼척시,갈남리,갈남해수욕장,43.3,C
갯바위,부산시,대변항,대변항 북측 갯바위,43.3,C
갯바위,삼척시,갈남리,갈남해수욕장,43.35,C
갯벌,서천군,선도리,선도리갯벌,43.35,C
갯바위,부산시,이기대,이기대갯바위,43.37,C
갯바위,삼척시,갈남리,갈남해수욕장,43.38,C
갯벌,서천군,선도리,선도리갯벌,43.41,C
갯벌,서천군,선도리,선도리갯벌,43.41,C
갯바위,삼척시,갈남리,갈남해수욕장,43.44,C
갯바위,삼척시,갈남리,갈남해수욕장,43.45,C
갯바위,부산시,이기대,이기대갯바위,43.55,C
갯바위,부산시,대변항,대변항 북측 갯바위,43.56,C
갯바위,삼척시,갈남리,갈남해수욕장,43.58,C
갯바위,부산시,이기대,이기대갯바위,43.58,C
갯바위,삼척시,갈남리,갈남해수욕장,43.6,C
갯벌,서천군,선도리,선도리갯벌,43.61,C
갯바위,삼척시,갈남리,갈남해수욕장,43.62,C
갯벌,태안군,방포항,할미할아비바위,43.64,C
갯바위,부안군,격포리,채석강,43.64,C
갯바위,삼척시,갈남리,갈남해수욕장,43.67,C
갯바위,삼척시,갈남리,갈남해수욕장,43.68,C
갯바위,삼척시,갈남리,갈남해수욕장,43.71,C
갯벌,서천군,선도리,선도리갯벌,43.71,C
방파제,영덕군,축산항,축산방파제,43.73,C
갯바위,삼척시,갈남리,갈남해수욕장,43.76,C
해수욕장,포항시,오도1리,오도리 해수욕장,43.77,C
갯바위,부산시,이기대,이기대갯바위,43.81,C
갯바위,삼척시,갈남리,갈남해수욕장,43.91,C
방파제,영덕군,축산항,축산방파제,43.92,C
방파제,영덕군,축산항,축산방파제,43.92,C
방파제,영덕군,축산항,축산방파제,43.95,C
해수욕장,포항시,오도1리,오도리 해수욕장,43.96,C
갯벌,서천군,선도리,선도리갯벌,43.98,C
갯바위,부산시,이기대,이기대갯바위,43.99,C
갯바위,부산시,이기대,이기대갯바위,44.02,C
갯바위,삼척시,갈남리,갈남해수욕장,44.03,C
갯벌,태안군,방포항,할미할아비바위,44.04,C
갯벌,서천군,선도리,선도리갯벌,44.04,C
갯벌,서천군,선도리,선도리갯벌,44.06,C
갯바위,삼척시,갈남리,갈남해수욕장,44.08,C
갯바위,삼척시,갈남리,갈남해수욕장,44.09,C
방파제,영덕군,축산항,축산방파제,44.13,C
갯벌,서천군,선도리,선도리갯벌,44.14,C
갯바위,삼척시,갈남리,갈남해수욕장,44.16,C
갯바위,부산시,이기대,이기대갯바위,44.16,C
갯바위,삼척시,갈남리,갈남해수욕장,44.22,C
갯바위,부산시,이기대,이기대갯바위,44.22,C
갯바위,부안군,격포리,채석강,44.25,C
갯바위,삼척시,갈남리,갈남해수욕장,44.3,C
방파제,울산시,방어진항,방어진항방파제,44.35,C
갯바위,삼척시,갈남리,갈남해수욕장,44.42,C
방파제,영덕군,축산항,축산방파제,44.42,C
갯벌,서천군,선도리,선도리갯벌,44.45,C
갯바위,삼척시,갈남리,갈남해수욕장,44.46,C
갯벌,서천군,선도리,선도리갯벌,44.49,C
갯바위,부산시,이기대,이기대갯바위,44.5,C
갯바위,부산시,이기대,이기대갯바위,44.5,C
갯바위,삼척시,갈남리,갈남해수욕장,44.58,C
갯바위,삼척시,갈남리,갈남해수욕장,44.61,C
갯바위,삼척시,갈남리,갈남해수욕장,44.62,C
갯벌,서천군,선도리,선도리갯벌,44.63,C
갯바위,삼척시,갈남리,갈남해수욕장,44.64,C
갯바위,삼척시,갈남리,갈남해수욕장,44.66,C
방파제,영덕군,축산항,축산방파제,44.67,C
갯바위,삼척시,갈남리,갈남해수욕장,44.69,C
방파제,영덕군,축산항,축산방파제,44.7,C
갯바위,삼척시,갈남리,갈남해수욕장,44.75,C
갯바위,삼척시,갈남리,갈남해수욕장,44.77,C
갯바위,부산시,이기대,이기대갯바위,44.78,C
갯바위,부산시,이기대,이기대갯바위,44.79,C
갯바위,부산시,이기대,이기대갯바위,44.79,C
갯바위,삼척시,갈남리,갈남해수욕장,44.87,C
갯바위,부안군,격포리,채석강,44.87,C
갯바위,부산시,이기대,이기대갯바위,44.9,C
갯바위,부산시,대변항,대변항 북측 갯바위,44.95,C
갯바위,부산시,이기대,이기대갯바위,44.97,C
갯바위,부산시,대변항,대변항 북측 갯바위,45.01,C
갯벌,서천군,선도리,선도리갯벌,45.01,C
갯바위,부산시,이기대,이기대갯바위,45.06,C
갯바위,삼척시,갈남리,갈남해수욕장,45.12,C
갯바위,삼척시,갈남리,갈남해수욕장,45.14,C
갯벌,태안군,방포항,할미할아비바위,45.16,C
갯벌,서천군,선도리,선도리갯벌,45.19,C
갯바위,삼척시,갈남리,갈남해수욕장,45.24,C
갯바위,부산시,이기대,이기대갯바위,45.25,C
갯벌,서천군,선도리,선도리갯벌,45.3,C
갯바위,삼척시,갈남리,갈남해수욕장,45.33,C
갯바위,삼척시,갈남리,갈남해수욕장,45.33,C
갯바위,부안군,격포리,채석강,45.36,C
갯바위,삼척시,갈남리,갈남해수욕장,45.37,C
갯벌,서천군,선도리,선도리갯벌,45.42,C
갯벌,태안군,방포항,할미할아비바위,45.43,C
방파제,영덕군,축산항,축산방파제,45.44,C
갯벌,서천군,선도리,선도리갯벌,45.48,C
갯벌,서천군,선도리,선도리갯벌,45.48,C
갯벌,서천군,선도리,선도리갯벌,45.49,C
갯바위,부산시,이기대,이기대갯바위,45.51,C
갯벌,태안군,방포항,할미할아비바위,45.53,C
갯바위,삼척시,갈남리,갈남해수욕장,45.56,C
갯바위,삼척시,갈남리,갈남해수욕장,45.57,C
갯바위,삼척시,갈남리,갈남해수욕장,45.59,C
갯바위,부산시,이기대,이기대갯바위,45.59,C
방파제,영덕군,축산항,축산방파제,45.59,C
방파제,영덕군,축산항,축산방파제,45.64,C
갯바위,삼척시,갈남리,갈남해수욕장,45.65,C
갯바위,삼척시,갈남리,갈남해수욕장,45.68,C
방파제,영덕군,축산항,축산방파제,45.69,C
갯바위,삼척시,갈남리,갈남해수욕장,45.79,C
갯벌,서천군,선도리,선도리갯벌,45.79,C
갯바위,삼척시,갈남리,갈남해수욕장,45.8,C
갯벌,서천군,선도리,선도리갯벌,45.83,C
갯바위,부산시,이기대,이기대갯바위,45.84,C
갯벌,서천군,선도리,선도리갯벌,45.86,C
갯벌,서천군,선도리,선도리갯벌,45.92,C
갯벌,서천군,선도리,선도리갯벌,45.96,C
갯바위,삼척시,갈남리,갈남해수욕장,46,C
갯바위,부산시,이기대,이기대갯바위,46.04,C
갯바위,삼척시,갈남리,갈남해수욕장,46.06,C
갯바위,삼척시,갈남리,갈남해수욕장,46.08,C
방파제,영덕군,축산항,축산방파제,46.11,C
갯벌,태안군,방포항,할미할아비바위,46.13,C
갯바위,부산시,이기대,이기대갯바위,46.16,C
갯벌,서천군,선도리,선도리갯벌,46.18,C
갯바위,삼척시,갈남리,갈남해수욕장,46.2,C
갯바위,부산시,이기대,이기대갯바위,46.2,C
갯바위,삼척시,갈남리,갈남해수욕장,46.22,C
갯바위,부안군,격포리,채석강,46.23,C
갯바위,부산시,이기대,이기대갯바위,46.25,C
갯바위,삼척시,갈남리,갈남해수욕장,46.26,C
갯바위,부산시,이기대,이기대갯바위,46.28,C
갯바위,삼척시,갈남리,갈남해수욕장,46.32,C
갯바위,삼척시,갈남리,갈남해수욕장,46.33,C
갯바위,삼척시,갈남리,갈남해수욕장,46.36,C
갯바위,삼척시,갈남리,갈남해수욕장,46.38,C
해수욕장,포항시,오도1리,오도리 해수욕장,46.4,C
갯바위,부산시,대변항,대변항 북측 갯바위,46.4,C
갯바위,삼척시,갈남리,갈남해수욕장,46.44,C
갯바위,삼척시,갈남리,갈남해수욕장,46.48,C
갯바위,부산시,이기대,이기대갯바위,46.51,C
갯벌,태안군,방포항,할미할아비바위,46.54,C
갯벌,서천군,선도리,선도리갯벌,46.55,C
갯벌,서천군,선도리,선도리갯벌,46.56,C
갯바위,삼척시,갈남리,갈남해수욕장,46.59,C
갯바위,삼척시,갈남리,갈남해수욕장,46.63,C
갯벌,태안군,방포항,할미할아비바위,46.65,C
갯바위,삼척시,갈남리,갈남해수욕장,46.67,C
갯벌,서천군,선도리,선도리갯벌,46.68,C
갯바위,삼척시,갈남리,갈남해수욕장,46.69,C
갯바위,삼척시,갈남리,갈남해수욕장,46.73,C
갯바위,부산시,이기대,이기대갯바위,46.75,C
갯바위,삼척시,갈남리,갈남해수욕장,46.77,C
갯벌,서천군,선도리,선도리갯벌,46.78,C
갯바위,삼척시,갈남리,갈남해수욕장,46.8,C
갯바위,삼척시,갈남리,갈남해수욕장,46.81,C
갯바위,부산시,이기대,이기대갯바위,46.86,C
방파제,영덕군,축산항,축산방파제,46.9,C
갯바위,부산시,이기대,이기대갯바위,46.91,C
갯벌,태안군,방포항,할미할아비바위,46.95,C
갯바위,삼척시,갈남리,갈남해수욕장,46.98,C
갯벌,서천군,선도리,선도리갯벌,47.04,C
해수욕장,포항시,오도1리,오도리 해수욕장,47.06,C
방파제,영덕군,축산항,축산방파제,47.13,C
갯바위,부산시,이기대,이기대갯바위,47.17,C
갯바위,삼척시,갈남리,갈남해수욕장,47.19,C
갯벌,서천군,선도리,선도리갯벌,47.19,C
갯바위,삼척시,갈남리,갈남해수욕장,47.24,C
방파제,영덕군,축산항,축산방파제,47.25,C
갯바위,삼척시,갈남리,갈남해수욕장,47.3,C
갯바위,삼척시,갈남리,갈남해수욕장,47.3,C
갯바위,삼척시,갈남리,갈남해수욕장,47.33,C
방파제,영덕군,축산항,축산방파제,47.35,C
갯바위,삼척시,갈남리,갈남해수욕장,47.4,C
갯바위,부산시,이기대,이기대갯바위,47.43,C
갯벌,태안군,방포항,할미할아비바위,47.45,C
해수욕장,포항시,오도1리,오도리 해수욕장,47.46,C
갯벌,서천군,선도리,선도리갯벌,47.47,C
갯바위,삼척시,갈남리,갈남해수욕장,47.48,C
갯바위,부산시,이기대,이기대갯바위,47.49,C
갯바위,삼척시,갈남리,갈남해수욕장,47.51,C
갯바위,부안군,격포리,채석강,47.52,C
갯바위,삼척시,갈남리,갈남해수욕장,47.58,C
갯바위,삼척시,갈남리,갈남해수욕장,47.59,C
갯바위,삼척시,갈남리,갈남해수욕장,47.6,C
갯벌,서천군,선도리,선도리갯벌,47.61,C
갯바위,삼척시,갈남리,갈남해수욕장,47.62,C
갯벌,서천군,선도리,선도리갯벌,47.64,C
갯바위,삼척시,갈남리,갈남해수욕장,47.66,C
